Presence 1,Presence 2,Was medicine effective?
0.02061,3172.21,1
0.03376,4941.06,0
0.03594,5117.58,0
0.02835,3267.63,1
0.03265,6961.72,0
0.03274,5545.95,0
0.02519,5609.8,0
0.03053,3656.88,0
0.02442,3496.47,0
0.02567,3895.77,0
0.03506,4759.93,0
0.0338,5130.59,0
0.03306,5385.94,0
0.03689,4210.83,0
0.0405,3419.31,0
0.0301,2380.69,1
0.03554,2453.83,0
0.02928,3530.11,1
0.02831,5796.08,0
0.03272,4391.76,0
0.03506,5495.17,0
0.02425,3841.4,1
0.03297,6100.31,0
0.03101,4365.93,0
0.03213,6452.6,0
0.02642,3958.86,0
0.03957,4034.7,0
0.02381,8107.57,0
0.02876,5441.84,0
0.03261,5578.34,0
0.02582,3527.34,1
0.03424,6080.41,0
0.03599,4217.31,0
0.02818,4842.82,0
0.02319,3888.13,1
0.03134,6867.39,0
0.03212,3771.05,1
0.03974,6368.6,0
0.02792,4109.15,0
0.03009,4740.35,0
0.02172,5050.96,0
0.02551,4659.24,0
0.0233,5324.9,0
0.03024,5114.06,0
0.03252,3857.32,0
0.02984,4943.89,0
0.02909,5690.63,0
0.03252,4511.23,0
0.02594,2827.72,1
0.02948,5620.66,0
0.03014,1992.13,1
0.02929,2966.16,0
0.02732,6693.99,0
0.02105,4329.66,1
0.03371,4319.46,0
0.03349,5996.16,0
0.02587,3131.91,1
0.0369,5296.92,0
0.03269,5723.21,0
0.03002,6130.17,0
0.03345,8364.24,0
0.03099,4635.71,0
0.0338,2206.2,0
0.03413,4322.06,0
0.02853,6208.14,0
0.02706,1272.82,1
0.03652,4986.28,0
0.02757,5117.87,0
0.03026,6933.96,0
0.01835,5363.56,0
0.02517,5681.46,0
0.02607,5093.2,0
0.0277,2685.86,1
0.02845,4664.25,0
0.04489,1026.61,1
0.04201,7552.14,0
0.0236,3377.58,1
0.03445,5563.97,0
0.03532,5430.86,0
0.02377,6174.87,0
0.03153,6901.63,0
0.03622,4171.78,0
0.02962,7972.8,0
0.0267,3699.91,1
0.03157,5204.81,0
0.03509,8293.37,0
0.03839,6446.29,0
0.03987,3997.02,0
0.03743,3233.76,0
0.03622,2855.82,0
0.0293,4903.68,0
0.03444,4169.68,0
0.02728,5285.12,0
0.03533,3137.82,0
0.05948,6739.04,0
0.04299,3240.1,0
0.0759,2185.63,0
0.10913,6535.56,0
0.11691,1765.14,1
0.09131,5656.99,0
0.04603,6152.25,0
0.09252,6846.84,0
0.07382,2791.11,0
0.071,4165.55,0
0.08328,5422.32,0
0.04669,4973.54,0
0.11983,4305.71,1
0.07003,5419.99,0
0.06562,6775.88,0
0.10409,4593.13,0
0.10929,3098.8,0
0.07863,3378.3,0
0.08767,5349.71,0
0.10638,6639.91,0
0.04685,5760.67,0
0.04456,6097.31,0
0.09626,3713.13,0
0.08634,2494.22,0
0.07511,4673.31,0
0.10043,5946.43,0
0.11927,5650.49,1
0.06967,3739.28,0
0.10881,5424.24,0
0.08131,5199.87,0
0.10967,3854.64,0
0.04897,4206.68,0
0.11936,7135.28,1
0.05645,6471.05,0
0.06894,2433.17,0
0.04124,4278.64,0
0.04194,3283.07,0
0.10779,3091.84,0
0.09304,3073.92,0
0.10349,3160.86,0
0.06019,6171.16,0
0.06231,4394.65,0
0.05479,6818.75,0
0.10236,1240.64,0
0.1094,1588.72,1
0.10726,1535.47,0
0.10751,1400.32,1
0.10674,1507.39,1
0.10848,1294.72,1
0.10948,1298.06,1
0.10472,1512.0,1
0.10089,1299.53,0
0.10455,1484.5,1
0.10201,1281.95,0
0.13234,1721.12,1
0.06912,8702.1,0
0.00971,9239.4,0
0.11058,8294.94,0
0.126,5341.34,1
0.081,9901.0,0
