	U1 		 U2 		 U3
726. 0.469231 0.245055 0.086577 
727. 0.976068 0.827228 0.40102 
728. 0.591209 0.305861 0.740028 
729. 0.0493284 0.995116 0.93842 
730. 0.838584 0.574603 0.0733529 
731. 0.254212 0.835409 0.659877 
732. 0.321123 0.0010989 0.917814 
733. 0.458486 0.0934066 0.60354 
734. 0.793407 0.938706 0.399818 
735. 0.486325 0.780342 0.0497811 
736. 0.266545 0.321001 0.561468 
737. 0.530769 0.281807 0.839071 
738. 0.021978 0.950794 0.885233 
739. 0.373626 0.807692 0.669398 
740. 0.350916 0.645543 0.00660724 
741. 0.964957 0.864591 0.9753 
742. 0.40232 0.481319 0.556122 
743. 0.838706 0.907204 0.276702 
744. 0.256288 0.10293 0.370654 
745. 0.35641 0.748107 0.974964 
746. 0.0582418 0.581441 0.066502 
747. 0.99011 0.416484 0.535161 
748. 0.829915 0.396825 0.0417542 
749. 0.106838 0.726129 0.107686 
750. 0.816117 0.713553 0.713378 
751. 0.872405 0.644689 0.0328514 
752. 0.829182 0.791941 0.829849 
753. 0.0943834 0.306838 0.350765 
754. 0.604396 0.078022 0.700334 
755. 0.273504 0.631136 0.132718 
756. 0.649084 0.640049 0.726485 
757. 0.0330891 0.397558 0.0304391 
758. 0.562515 0.7884 0.795181 
759. 0.561661 0.00586081 0.298213 
760. 0.547131 0.498168 0.445155 
761. 0.300122 0.339194 0.905693 
762. 0.101465 0.828083 0.770014 
763. 0.724786 0.37851 0.934142 
764. 0.319902 0.169475 0.601699 
765. 0.437729 0.403663 0.93627 
766. 0.440537 0.307204 0.196213 
767. 0.488278 0.109158 0.297347 
768. 0.299756 0.277289 0.105315 
769. 0.0952381 0.566789 0.208798 
770. 0.618926 0.171184 0.0800899 
771. 0.520513 0.548962 0.410748 
772. 0.847741 0.656166 0.0775398 
773. 0.40989 0.767399 0.690833 
774. 0.967399 0.221001 0.356663 
775. 0.443834 0.782906 0.815002 
776. 0.544322 0.53895 0.795551 
777. 0.252381 0.80525 0.943948 
778. 0.289988 0.437973 0.759699 
779. 0.929304 0.223199 0.570873 
780. 0.796337 0.969719 0.113313 
781. 0.536142 0.416117 0.0888478 
782. 0.113309 0.36569 0.604873 
783. 0.926129 0.0798535 0.713791 
784. 0.742369 0.786813 0.00432096 
785. 0.618803 0.871062 0.891331 
786. 0.518437 0.0312576 0.275784 
787. 0.812454 0.656654 0.599504 
788. 0.810134 0.808913 0.0768716 
789. 0.770696 0.749328 0.0612245 
790. 0.100244 0.685226 0.182335 
791. 0.704029 0.237118 0.316912 
792. 0.967155 0.152625 0.549023 
793. 0.439683 0.971673 0.238702 
794. 0.473748 0.582173 0.905817 
795. 0.0527473 0.478755 0.628664 
796. 0.896703 0.689255 0.228725 
797. 0.242125 0.579609 0.619225 
798. 0.115629 0.260806 0.312222 
799. 0.965568 0.165812 0.363632 
800. 0.412698 0.0923077 0.213809 
801. 0.0150183 0.845299 0.665953 
802. 0.255311 0.841758 0.551879 
803. 0.339805 0.540781 0.67947 
804. 0.776068 0.960928 0.361401 
805. 0.191575 0.668987 0.0420216 
806. 0.25641 0.857021 0.583807 
807. 0.358486 0.837973 0.429037 
808. 0.0935287 0.219048 0.877061 
809. 0.589866 0.61685 0.523739 
810. 0.0264957 0.425885 0.428852 
811. 0.450427 0.195849 0.0290935 
812. 0.65641 0.645177 0.359834 
813. 0.157631 0.833455 0.74912 
814. 0.679487 0.835165 0.75046 
815. 0.549939 0.980464 0.307352 
816. 0.347863 0.329304 0.561367 
817. 0.913065 0.987546 0.635494 
818. 0.520269 0.931258 0.775718 
819. 0.84359 0.147253 0.221699 
820. 0.339316 0.515018 0.315398 
821. 0.767766 0.771306 0.810588 
822. 0.0504274 0.553114 0.515455 
823. 0.857265 0.00891331 0.749533 
824. 0.571795 0.757631 0.866986 
825. 0.719414 0.390842 0.335636 
826. 0.228571 0.217582 0.55135 
827. 0.885348 0.492308 0.554589 
828. 0.0490842 0.841148 0.0797075 
829. 0.834432 0.488889 0.507442 
830. 0.183639 0.550549 0.350351 
831. 0.12149 0.791087 0.556625 
832. 0.0650794 0.234188 0.925328 
833. 0.106227 0.903663 0.987246 
834. 0.805739 0.802076 0.351761 
835. 0.695971 0.168132 0.228373 
836. 0.830159 0.289499 0.115332 
837. 0.110989 0.604518 0.437278 
838. 0.886691 0.377778 0.0599702 
839. 0.071917 0.107204 0.777687 
840. 0.222466 0.111233 0.682173 
841. 0.781563 0.453724 0.60853 
842. 0.284982 0.561905 0.691261 
843. 0.8442 0.756166 0.653082 
844. 0.349695 0.2663 0.0758408 
845. 0.9442 0.632845 0.817302 
846. 0.0494505 0.785348 0.960684 
847. 0.840659 0.74652 0.794381 
848. 0.289499 0.44652 0.689377 
849. 0.921001 0.949695 0.388095 
850. 0.655189 0.714286 0.741032 
851. 0.136874 0.70696 0.614127 
852. 0.326618 0.0842491 0.232713 
853. 0.551893 0.160317 0.194443 
854. 0.381074 0.625397 0.839862 
855. 0.477534 0.152259 0.974564 
856. 0.117094 0.940537 0.0556079 
857. 0.990476 0.93602 0.446774 
858. 0.836142 0.552015 0.308866 
859. 0.212698 0.915629 0.423297 
860. 0.615507 0.819048 0.152496 
861. 0.462393 0.610623 0.666643 
862. 0.859829 0.896703 0.830972 
863. 0.615385 0.210501 0.0204317 
864. 0.460317 0.890476 0.499541 
865. 0.824542 0.681319 0.423447 
866. 0.0155067 0.905128 0.582429 
867. 0.263614 0.926618 0.128151 
868. 0.480952 0.752991 0.411977 
869. 0.175214 0.996581 0.0301262 
870. 0.978388 0.699145 0.103712 
871. 0.630647 0.420147 0.104165 
872. 0.71978 0.708181 0.0812698 
873. 0.234799 0.188034 0.5135 
874. 0.991209 0.981074 0.82685 
875. 0.848596 0.381197 0.63773 
876. 0.42442 0.397802 0.378169 
877. 0.214286 0.809158 0.502471 
878. 0.642491 0.770085 0.691907 
879. 0.921123 0.449328 0.958134 
880. 0.657265 0.188278 0.409383 
881. 0.172161 0.0017094 0.46707 
882. 0.926496 0.145299 0.170233 
883. 0.748596 0.348962 0.653613 
884. 0.724664 0.658242 0.43012 
885. 0.317827 0.943834 0.888708 
886. 0.402442 0.216117 0.796094 
887. 0.840781 0.367766 0.833665 
888. 0.291575 0.256288 0.770098 
889. 0.956288 0.781929 0.987256 
890. 0.254945 0.455922 0.266428 
891. 0.333578 0.748718 0.203747 
892. 0.670208 0.633333 0.220896 
893. 0.392186 0.826862 0.680483 
894. 0.666422 0.274725 0.145145 
895. 0.327839 0.34884 0.39511 
896. 0.57265 0.647863 0.421234 
897. 0.733944 0.0616606 0.331962 
898. 0.47558 0.240537 0.843924 
899. 0.0838828 0.443223 0.541254 
900. 0.425885 0.669475 0.709484 
901. 0.239194 0.898535 0.0519374 
902. 0.065812 0.366178 0.542563 
903. 0.118681 0.121368 0.756249 
904. 0.0173382 0.315018 0.411884 
905. 0.29475 0.773382 0.190077 
906. 0.0101343 0.729548 0.568981 
907. 0.172283 0.0040293 0.181255 
908. 0.928571 0.342491 0.548157 
909. 0.783883 0.108181 0.676027 
910. 0.32442 0.194261 0.99632 
911. 0.51453 0.510256 0.0157592 
912. 0.746032 0.366545 0.724938 
913. 0.681074 0.152503 0.251399 
914. 0.576923 0.961294 0.641642 
915. 0.806593 0.700122 0.125436 
916. 0.710501 0.503175 0.0612913 
917. 0.0770452 0.764713 0.778193 
918. 0.309646 0.992796 0.395048 
919. 0.26337 0.377411 0.0427621 
920. 0.476801 0.0760684 0.450044 
921. 0.10464 0.465079 0.973662 
922. 0.778755 0.526984 0.236451 
923. 0.237241 0.788278 0.468493 
924. 0.0326007 0.995604 0.172463 
925. 0.554212 0.616117 0.248622 
926. 0.420513 0.363614 0.978861 
927. 0.147863 0.903541 0.402242 
928. 0.513431 0.791697 0.389087 
929. 0.72735 0.286081 0.733978 
930. 0.363492 0.313919 0.833606 
931. 0.178632 0.679976 0.691743 
932. 0.0363858 0.790965 0.43694 
933. 0.618559 0.22381 0.337995 
934. 0.514286 0.0214896 0.941215 
935. 0.74188 0.826496 0.75601 
936. 0.610501 0.24359 0.580137 
937. 0.377289 0.702686 0.708858 
938. 0.413187 0.721123 0.571093 
939. 0.0233211 0.288034 0.20213 
940. 0.396459 0.479976 0.569224 
941. 0.739072 0.79304 0.0126891 
942. 0.562759 0.400244 0.0793015 
943. 0.565812 0.0166056 0.929689 
944. 0.617705 0.411355 0.898767 
945. 0.499756 0.96105 0.00956713 
946. 0.494872 0.679365 0.957613 
947. 0.411844 0.739072 0.483142 
948. 0.0004884 0.813553 0.602357 
949. 0.00830281 0.14359 0.209 
950. 0.141148 0.203663 0.922851 
951. 0.399267 0.30928 0.542837 
952. 0.786813 0.285592 0.689154 
953. 0.374237 0.272405 0.656976 
954. 0.361294 0.151648 0.874719 
955. 0.14127 0.888645 0.304584 
956. 0.401343 0.525641 0.0651289 
957. 0.8221 0.674115 0.657732 
958. 0.974115 0.292796 0.563965 
959. 0.557998 0.884737 0.704264 
960. 0.48486 0.193529 0.759289 
961. 0.241636 0.447985 0.0190369 
962. 0.107326 0.0741148 0.871119 
963. 0.82442 0.299023 0.0314068 
964. 0.013431 0.413919 0.51585 
965. 0.228327 0.178877 0.103189 
966. 0.881197 0.202686 0.523247 
967. 0.978632 0.226252 0.79546 
968. 0.634799 0.22906 0.0383744 
969. 0.790354 0.467766 0.51427 
970. 0.434432 0.755311 0.158736 
971. 0.384493 0.193651 0.889144 
972. 0.535653 0.458364 0.271044 
973. 0.105006 0.956288 0.0398029 
974. 0.784982 0.274603 0.988984 
975. 0.343101 0.338462 0.169473 
976. 0.832112 0.765812 0.73134 
977. 0.1442 0.0860806 0.63503 
978. 0.45116 0.315995 0.23896 
979. 0.668864 0.85641 0.182077 
980. 0.369353 0.786081 0.64142 
981. 0.278266 0.808791 0.448341 
982. 0.730037 0.73895 0.354133 
983. 0.409158 0.803175 0.373495 
984. 0.954945 0.261538 0.184022 
985. 0.232112 0.228083 0.628557 
986. 0.945543 0.384737 0.125691 
987. 0.0722833 0.698779 0.385472 
988. 0.228694 0.389011 0.15153 
989. 0.887424 0.0619048 0.38288 
990. 0.0843712 0.261294 0.522999 
991. 0.434188 0.207326 0.295692 
992. 0.380342 0.620635 0.675851 
993. 0.465079 0.747619 0.0893463 
994. 0.905495 0.539927 0.776695 
995. 0.391575 0.888278 0.580395 
996. 0.656044 0.494505 0.62443 
997. 0.151404 0.0278388 0.402417 
998. 0.573626 0.366056 0.682559 
999. 0.750549 0.110989 0.6458 
1000. 0.757875 0.432967 0.611522 
1001. 0.882418 0.797802 0.576711 
1002. 0.999389 0.805006 0.760206 
1003. 0.987668 0.417216 0.290485 
1004. 0.7884 0.459096 0.912536 
1005. 0.401221 0.0184371 0.0239211 
1006. 0.820024 0.567033 0.936183 
1007. 0.938828 0.191941 0.922995 
1008. 0.958242 0.313065 0.732287 
1009. 0.288156 0.607326 0.170839 
1010. 0.898168 0.616484 0.00121783 
1011. 0.267033 0.39475 0.1322 
1012. 0.539072 0.549695 0.675587 
1013. 0.163126 0.718437 0.780013 
1014. 0.772894 0.059707 0.248669 
1015. 0.137607 0.0744811 0.575967 
1016. 0.339072 0.330159 0.67528 
1017. 0.763614 0.0600733 0.891471 
1018. 0.979976 0.105617 0.999811 
1019. 0.657631 0.976435 0.886586 
1020. 0.178388 0.986935 0.599221 
1021. 0.0322344 0.879365 0.949122 
1022. 0.547985 0.736996 0.19371 
1023. 0.314652 0.637118 0.923323 
1024. 0.348474 0.148474 0.384998 
1025. 0.923443 0.618803 0.612243 
1026. 0.696703 0.591941 0.0779771 
1027. 0.842613 0.308913 0.129129 
1028. 0.322711 0.254457 0.293715 
1029. 0.48547 0.626252 0.491163 
1030. 0.252015 0.224908 0.464992 
1031. 0.283761 0.114896 0.426045 
1032. 0.823443 0.765079 0.663156 
1033. 0.996947 0.0238095 0.539714 
1034. 0.946154 0.0235653 0.177265 
1035. 0.0826618 0.0028083 0.84532 
1036. 0.405128 0.238706 0.270245 
1037. 0.886447 0.287546 0.322341 
1038. 0.0677656 0.438462 0.242833 
1039. 0.151893 0.264713 0.302316 
1040. 0.581929 0.497924 0.422293 
1041. 0.891697 0.318437 0.105951 
1042. 0.157021 0.0638584 0.816652 
1043. 0.669109 0.42735 0.759917 
1044. 0.373504 0.320391 0.210148 
1045. 0.34884 0.229915 0.145596 
1046. 0.92967 0.540415 0.0121252 
1047. 0.802564 0.929792 0.382162 
1048. 0.642002 0.0227106 0.898124 
1049. 0.912821 0.930281 0.799471 
1050. 0.516117 0.0642247 0.528806 
1051. 0.773016 0.458486 0.962655 
1052. 0.139683 0.966667 0.460117 
1053. 0.374359 0.156654 0.135608 
1054. 0.36337 0.314042 0.283699 
1055. 0.176557 0.690354 0.955854 
1056. 0.0010989 0.673016 0.664373 
1057. 0.0186813 0.199389 0.992974 
1058. 0.317582 0.946154 0.948072 
1059. 0.398291 0.413309 0.488561 
1060. 0.770208 0.126984 0.423174 
1061. 0.0919414 0.79243 0.544202 
1062. 0.562882 0.348352 0.270438 
1063. 0.567888 0.606349 0.834055 
1064. 0.652991 0.533455 0.518 
1065. 0.0995116 0.338217 0.531597 
1066. 0.691575 0.745055 0.00717219 
1067. 0.755433 0.321978 0.0396514 
1068. 0.840904 0.364835 0.331837 
1069. 0.293651 0.00720391 0.503594 
1070. 0.991575 0.612332 0.438596 
1071. 0.854823 0.0418803 0.435353 
1072. 0.530281 0.559463 0.725151 
1073. 0.0136752 0.548596 0.304264 
1074. 0.232479 0.625031 0.324181 
1075. 0.95177 0.121123 0.198131 
1076. 0.178144 0.294261 0.866026 
1077. 0.028083 0.00915751 0.63381 
1078. 0.477411 0.778388 0.495671 
1079. 0.115018 0.154945 0.475428 
1080. 0.955189 0.168742 0.360483 
1081. 0.236264 0.341392 0.971038 
1082. 0.0159951 0.0147741 0.374163 
1083. 0.271917 0.255678 0.485596 
1084. 0.6221 0.730037 0.890161 
1085. 0.574481 0.0455433 0.0834848 
1086. 0.765079 0.870818 0.47498 
1087. 0.0047619 0.0105006 0.726708 
1088. 0.0809524 0.892552 0.948959 
1089. 0.376068 0.857753 0.16175 
1090. 0.39243 0.900244 0.51436 
1091. 0.670574 0.511477 0.98031 
1092. 0.398413 0.47033 0.307487 
1093. 0.772283 0.97326 0.045175 
1094. 0.127228 0.717094 0.00673227 
1095. 0.162637 0.945665 0.69163 
1096. 0.764591 0.371795 0.523887 
1097. 0.996581 0.598779 0.892897 
1098. 0.939927 0.89011 0.638718 
1099. 0.976923 0.650183 0.472109 
1100. 0.605739 0.258852 0.733506 
1101. 0.296337 0.999878 0.798664 
1102. 0.0371184 0.979365 0.349355 
1103. 0.631013 0.235897 0.375822 
1104. 0.726007 0.04884 0.0418944 
1105. 0.340659 0.150916 0.435515 
1106. 0.790598 0.826374 0.462047 
1107. 0.438584 0.233211 0.592088 
1108. 0.455067 0.820635 0.751602 
1109. 0.735287 0.745543 0.400886 
1110. 0.498413 0.363492 0.354733 
1111. 0.472039 0.893162 0.71983 
1112. 0.0236874 0.909646 0.0809043 
1113. 0.402686 0.310501 0.61934 
1114. 0.844933 0.389377 0.176523 
1115. 0.362149 0.0930403 0.422515 
1116. 0.1558 0.90757 0.37322 
1117. 0.648352 0.134066 0.0435864 
1118. 0.0206349 0.394261 0.516685 
1119. 0.350794 0.508181 0.79266 
1120. 0.962882 0.19011 0.203826 
1121. 0.367033 0.157387 0.297316 
1122. 0.238828 0.376313 0.254259 
1123. 0.0595849 0.982784 0.841788 
1124. 0.0128205 0.526496 0.260822 
1125. 0.217949 0.746764 0.769628 
1126. 0.704762 0.467277 0.0706456 
1127. 0.979609 0.713797 0.270263 
1128. 0.651404 0.665446 0.960464 
1129. 0.0725275 0.556044 0.880088 
1130. 0.232845 0.257998 0.615168 
1131. 0.957998 0.927228 0.232191 
1132. 0.284005 0.804884 0.0819544 
1133. 0.827595 0.406838 0.631697 
1134. 0.0673993 0.577045 0.212113 
1135. 0.145665 0.0428571 0.380578 
1136. 0.476068 0.642491 0.53253 
1137. 0.0921856 0.605128 0.700743 
1138. 0.567033 0.42967 0.994098 
1139. 0.638462 0.517582 0.128452 
1140. 0.852625 0.989255 0.867966 
1141. 0.492918 0.0764347 0.842179 
1142. 0.378632 0.496215 0.651778 
1143. 0.43602 0.173138 0.0552055 
1144. 0.411477 0.715018 0.656949 
1145. 0.994383 0.769231 0.613066 
1146. 0.902564 0.376679 0.666459 
1147. 0.341758 0.0137973 0.381935 
1148. 0.80928 0.17265 0.654075 
1149. 0.756166 0.673504 0.560406 
1150. 0.853358 0.240904 0.768658 
1151. 0.505372 0.474359 0.737918 
1152. 0.590354 0.315629 0.610264 
1153. 0.0347985 0.825275 0.97337 
1154. 0.591575 0.139805 0.974986 
1155. 0.0555556 0.882051 0.106415 
1156. 0.944444 0.965324 0.928169 
1157. 0.053602 0.0424908 0.170456 
1158. 0.911233 0.611355 0.427355 
1159. 0.489133 0.958974 0.590572 
1160. 0.314286 0.50293 0.018467 
1161. 0.342247 0.743956 0.384161 
1162. 0.817582 0.228571 0.887542 
1163. 0.897314 0.426252 0.569062 
1164. 0.252503 0.226984 0.499365 
1165. 0.292063 0.291331 0.464183 
1166. 0.964591 0.760195 0.597022 
1167. 0.396093 0.608791 0.105676 
1168. 0.732845 0.741026 0.868934 
1169. 0.456899 0.979609 0.154712 
1170. 0.766422 0.256654 0.168416 
1171. 0.0275946 0.813065 0.638986 
1172. 0.469109 0.102076 0.79869 
1173. 0.973993 0.675458 0.509945 
1174. 0.555922 0.40696 0.401772 
1175. 0.449573 0.587424 0.635956 
1176. 0.64188 0.925031 0.561219 
1177. 0.910745 0.618071 0.211331 
1178. 0.48083 0.52967 0.341944 
1179. 0.173138 0.0164835 0.774984 
1180. 0.943101 0.400977 0.413772 
1181. 0.0307692 0.0788767 0.765703 
1182. 0.523077 0.703785 0.56701 
1183. 0.891331 0.81453 0.840832 
1184. 0.150794 0.226618 0.612521 
1185. 0.563248 0.260195 0.401149 
1186. 0.574115 0.113919 0.149228 
1187. 0.758852 0.682051 0.425864 
1188. 0.899023 0.967399 0.517611 
1189. 0.281563 0.218926 0.314438 
1190. 0.786081 0.606471 0.106073 
1191. 0.361783 0.543834 0.12842 
1192. 0.149573 0.220269 0.0262618 
1193. 0.542491 0.720635 0.816994 
1194. 0.221245 0.24652 0.620809 
1195. 0.760806 0.95177 0.594754 
1196. 0.932234 0.89072 0.725038 
1197. 0.846154 0.702076 0.0575119 
1198. 0.382906 0.669231 0.0728042 
1199. 0.508669 0.877778 0.172525 
1200. 0.646398 0.602076 0.489753 
1201. 0.987546 0.170208 0.896691 
1202. 0.786325 0.465934 0.788621 
1203. 0.365934 0.599634 0.73527 
1204. 0.220147 0.962759 0.205346 
1205. 0.742125 0.824664 0.336067 
1206. 0.614652 0.0879121 0.145157 
1207. 0.447863 0.471673 0.433894 
1208. 0.612821 0.0873016 0.365137 
1209. 0.416728 0.41978 0.625798 
1210. 0.0835165 0.677045 0.475111 
1211. 0.419658 0.54188 0.890735 
1212. 0.133333 0.0542125 0.184466 
1213. 0.266422 0.60757 0.453326 
1214. 0.528694 0.637241 0.328822 
1215. 0.986813 0.158852 0.416606 
1216. 0.773871 0.500855 0.378164 
1217. 0.154212 0.567521 0.620452 
1218. 0.621368 0.233455 0.714499 
1219. 0.562027 0.841392 0.65841 
1220. 0.553358 0.509646 0.814201 
1221. 0.405983 0.314652 0.264333 
1222. 0.900977 0.742247 0.952099 
1223. 0.314774 0.0832723 0.843829 
1224. 0.350549 0.0772894 0.095644 
1225. 0.95873 0.568864 0.896025 
1226. 0.296459 0.347619 0.536233 
1227. 0.0391941 0.544078 0.00723616 
1228. 0.6663 0.241026 0.330696 
1229. 0.325763 0.484737 0.929491 
1230. 0.537363 0.19768 0.0402942 
1231. 0.134066 0.800855 0.630952 
1232. 0.278877 0.0643468 0.250804 
1233. 0.740415 0.468864 0.794027 
1234. 0.585592 0.848718 0.534519 
1235. 0.953968 0.132234 0.00743883 
1236. 0.215507 0.238584 0.891016 
1237. 0.663248 0.277167 0.120756 
1238. 0.273871 0.55641 0.359804 
1239. 0.655311 0.289133 0.809102 
1240. 0.13895 0.573382 0.0371846 
1241. 0.361905 0.731624 0.974935 
1242. 0.151648 0.180464 0.373145 
1243. 0.577778 0.337607 0.861887 
1244. 0.821123 0.693162 0.825404 
1245. 0.957509 0.911722 0.525967 
1246. 0.275702 0.486935 0.546016 
1247. 0.686447 0.384493 0.360165 
1248. 0.668254 0.678022 0.590546 
1249. 0.358974 0.624908 0.80939 
1250. 0.101832 0.110745 0.140888 
1251. 0.731013 0.41221 0.153398 
1252. 0.425763 0.0335775 0.822305 
1253. 0.237118 0.853846 0.662029 
1254. 0.030525 0.568132 0.701749 
1255. 0.518926 0.285348 0.82425 
1256. 0.820757 0.251648 0.862664 
1257. 0.951282 0.387546 0.392372 
1258. 0.169841 0.937485 0.58965 
1259. 0.887057 0.676557 0.660881 
1260. 0.0781441 0.500366 0.372858 
1261. 0.328327 0.526007 0.160364 
1262. 0.580952 0.70525 0.651387 
1263. 0.875092 0.939072 0.923424 
1264. 0.874847 0.811477 0.199148 
1265. 0.870696 0.967277 0.0347384 
1266. 0.800122 0.208547 0.796219 
1267. 0.600488 0.72442 0.315009 
1268. 0.207082 0.568254 0.365751 
1269. 0.520024 0.295726 0.161358 
1270. 0.839438 0.1337 0.0602973 
1271. 0.268742 0.363126 0.646178 
1272. 0.568132 0.862027 0.47465 
1273. 0.657143 0.26337 0.0342486 
1274. 0.170085 0.383761 0.47093 
1275. 0.891209 0.615751 0.342864 
1276. 0.148718 0.332479 0.127229 
1277. 0.527961 0.257265 0.0615629 
1278. 0.974359 0.864957 0.115504 
1279. 0.562149 0.512454 0.658651 
1280. 0.555433 0.553358 0.392777 
1281. 0.44127 0.0296703 0.209495 
1282. 0.500733 0.521734 0.868643 
1283. 0.511477 0.342002 0.310982 
1284. 0.694139 0.0666667 0.894948 
1285. 0.799023 0.666056 0.177827 
1286. 0.581807 0.607937 0.371773 
1287. 0.889621 0.668376 0.105278 
1288. 0.121734 0.805128 0.366007 
1289. 0.0692308 0.427595 0.0842721 
1290. 0.176801 0.341148 0.304225 
1291. 0.00525031 0.994139 0.181766 
1292. 0.0892552 0.491575 0.459345 
1293. 0.517216 0.778877 0.779437 
1294. 0.791697 0.196459 0.426952 
1295. 0.457265 0.69707 0.340989 
1296. 0.77265 0.243712 0.463728 
1297. 0.133455 0.713065 0.910173 
1298. 0.268498 0.603175 0.423377 
1299. 0.56398 0.263614 0.887957 
1300. 0.586569 0.404518 0.610303 
1301. 0.970574 0.379853 0.258592 
1302. 0.497802 0.283639 0.922888 
1303. 0.461661 0.106349 0.895675 
1304. 0.847375 0.0385836 0.756175 
1305. 0.403663 0.279243 0.327888 
1306. 0.861538 0.732845 0.429889 
1307. 0.644444 0.284249 0.478433 
1308. 0.954335 0.158242 0.481716 
1309. 0.221734 0.448962 0.147739 
1310. 0.769109 0.157143 0.450849 
1311. 0.0732601 0.355556 0.78783 
1312. 0.245299 0.218559 0.324988 
1313. 0.169597 0.575336 0.730003 
1314. 0.882906 0.89768 0.351227 
1315. 0.00757021 0.293529 0.705192 
1316. 0.128694 0.947009 0.201293 
1317. 0.187546 0.485958 0.361872 
1318. 0.187912 0.301465 0.0898504 
1319. 0.194139 0.62149 0.283086 
1320. 0.3 0.820269 0.21298 
1321. 0.0993895 0.714408 0.874727 
1322. 0.689499 0.717338 0.799244 
1323. 0.720147 0.966422 0.260466 
1324. 0.241026 0.135897 0.506117 
1325. 0.0969475 0.549939 0.097439 
1326. 0.647985 0.739194 0.203909 
1327. 0.0144078 0.823932 0.480097 
1328. 0.244933 0.025641 0.614966 
1329. 0.16337 0.179243 0.96522 
1330. 0.777045 0.233822 0.440889 
1331. 0.208181 0.872527 0.330681 
1332. 0.538706 0.1558 0.864048 
1333. 0.156899 0.241392 0.225191 
1334. 0.667033 0.515873 0.449538 
1335. 0.338217 0.843956 0.589007 
1336. 0.749084 0.727595 0.130423 
1337. 0.732967 0.838095 0.131674 
1338. 0.458974 0.229426 0.430468 
1339. 0.801709 0.498901 0.212692 
1340. 0.627473 0.401465 0.34973 
1341. 0.665812 0.120391 0.726119 
1342. 0.31746 0.23199 0.857168 
1343. 0.396215 0.71685 0.900828 
1344. 0.734921 0.924908 0.140807 
1345. 0.492186 0.607692 0.54174 
1346. 0.366178 0.647619 0.787759 
1347. 0.224298 0.0409035 0.0866158 
1348. 0.812698 0.476435 0.72346 
1349. 0.814286 0.492063 0.694425 
1350. 0.84127 0.820391 0.299806 
1351. 0.299878 0.724786 0.407857 
1352. 0.0973138 0.599389 0.45227 
1353. 0.654212 0.942002 0.322808 
1354. 0.120269 0.0604396 0.526536 
1355. 0.0443223 0.136752 0.903069 
1356. 0.75348 0.622589 0.482839 
1357. 0.807692 0.913675 0.877114 
1358. 0.729182 0.652991 0.00731497 
1359. 0.394628 0.497558 0.745905 
1360. 0.707937 0.287302 0.736722 
1361. 0.0334554 0.417705 0.333013 
1362. 0.568742 0.500611 0.753405 
1363. 0.667521 0.546764 0.949671 
1364. 0.34652 0.469353 0.269275 
1365. 0.890232 0.890232 0.427867 
1366. 0.132112 0.660562 0.236403 
1367. 0.245665 0.140904 0.774116 
1368. 0.175824 0.975458 0.182912 
1369. 0.988767 0.903907 0.551982 
1370. 0.807082 0.822833 0.938599 
1371. 0.718803 0.932357 0.369863 
1372. 0.218193 0.240659 0.651191 
1373. 0.708913 0.453602 0.671342 
1374. 0.0500611 0.551526 0.533684 
1375. 0.851038 0.874115 0.0288747 
1376. 0.465934 0.29072 0.977685 
1377. 0.920024 0.708303 0.199078 
1378. 0.638584 0.198413 0.460192 
1379. 0.854701 0.863126 0.393972 
1380. 0.528205 0.356777 0.117272 
1381. 0.97851 0.322344 0.716613 
1382. 0.632723 0.395971 0.525126 
1383. 0.755067 0.65348 0.544578 
1384. 0.834676 0.539072 0.214803 
1385. 0.18779 0.815629 0.0289157 
1386. 0.192063 0.320024 0.224458 
1387. 0.264713 0.198779 0.131485 
1388. 0.499634 0.894261 0.280208 
1389. 0.492796 0.0029304 0.233789 
1390. 0.376557 0.249084 0.039815 
1391. 0.400733 0.169597 0.544486 
1392. 0.811722 0.414042 0.290653 
1393. 0.79768 0.189255 0.179982 
1394. 0.558974 0.0847375 0.66888 
1395. 0.501465 0.201832 0.456024 
1396. 0.523932 0.153602 0.199722 
1397. 0.905861 0.0545788 0.896275 
1398. 0.397802 0.638706 0.70774 
1399. 0.761905 0.283394 0.910108 
1400. 0.950916 0.0855922 0.695124 
1401. 0.163614 0.274481 0.730432 
1402. 0.781197 0.328083 0.341587 
1403. 0.278755 0.883761 0.362917 
1404. 0.738339 0.110501 0.218994 
1405. 0.550305 0.391453 0.860229 
1406. 0.35409 0.269475 0.404402 
1407. 0.0188034 0.902686 0.208743 
1408. 0.319658 0.719048 0.145793 
1409. 0.433578 0.1116 0.775142 
1410. 0.369963 0.48486 0.484513 
1411. 0.288645 0.208059 0.825351 
1412. 0.906471 0.682906 0.406612 
1413. 0.408181 0.0399267 0.888963 
1414. 0.938339 0.393407 0.403212 
1415. 0.949939 0.435531 0.429883 
1416. 0.147009 0.0156288 0.48074 
1417. 0.498901 0.328327 0.961752 
1418. 0.480342 0.904518 0.0648372 
1419. 0.164835 0.874725 0.589578 
1420. 0.801954 0.342613 0.115237 
1421. 0.631624 0.118559 0.886754 
1422. 0.736386 0.0763126 0.00266054 
1423. 0.517094 0.485836 0.63844 
1424. 0.789621 0.291087 0.607069 
1425. 0.421978 0.739438 0.975592 
1426. 0.172772 0.844689 0.199488 
1427. 0.936874 0.789866 0.725307 
1428. 0.925031 0.130403 0.0569752 
